confirmedCode;date;confirmedQuantity;confirmedTotalQuantity;nameCountry;nameDataset
Confirmed-001543;2020-05-08;46;120;Sudán del Sur;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001544;2020-05-08;18;668;Mali;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001545;2020-05-08;663;8895;Sudáfrica;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001546;2020-05-08;14;795;Níger;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001547;2020-05-08;50;5711;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001548;2020-05-08;495;8476;Egipto;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001549;2020-05-08;1;82;Mozambique;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001550;2020-05-08;6;159;Suazilandia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001551;2020-05-08;2;20;Gambia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001552;2020-05-08;2;273;Ruanda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001553;2020-05-08;7;260;Chad;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001554;2020-05-08;2;1135;Yibuti;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001555;2020-05-08;921;4012;Ghana;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001556;2020-05-08;7;43;Angola;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001557;2020-05-08;31;1602;Costa de Marfil;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001558;2020-05-08;181;1111;Sudán;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001559;2020-05-08;26;257;Sierra Leona;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001560;2020-05-08;187;5369;Argelia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001561;2020-05-08;14;167;Zambia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001562;2020-05-08;14;621;Kenia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001563;2020-05-08;10;145;Togo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001564;2020-05-08;7;194;Etiopía;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001565;2020-05-08;59;1551;Senegal;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001566;2020-05-08;113;5661;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001567;2020-05-07;29;509;Tanzania;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001568;2020-05-07;25;143;República Centroafricana;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001569;2020-05-07;82;2009;Guinea;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001570;2020-05-07;8;744;Burkina Faso;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001571;2020-05-07;10;199;Liberia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001572;2020-05-07;1;1026;Túnez;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001573;2020-05-07;34;897;República Democrática del Congo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001574;2020-05-07;381;3526;Nigeria;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001575;2020-05-07;8;208;Santo Tomé y Príncipe;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001576;2020-05-07;89;564;Guinea-Bisáu;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001577;2020-05-07;27;218;Cabo Verde;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001578;2020-05-07;30;153;Suazilandia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001579;2020-05-07;65;504;Gabón;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001580;2020-05-07;1;101;Uganda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001581;2020-05-07;55;1571;Costa de Marfil;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001582;2020-05-07;11;781;Níger;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001583;2020-05-07;1;18;Gambia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001584;2020-05-07;3;271;Ruanda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001585;2020-05-07;10;274;República del Congo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001586;2020-05-07;424;8232;Sudáfrica;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001587;2020-05-07;9;1133;Yibuti;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001588;2020-05-07;6;231;Sierra Leona;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001589;2020-05-07;83;253;Chad;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001590;2020-05-07;393;7981;Egipto;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001591;2020-05-07;43;5548;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001592;2020-05-07;7;153;Zambia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001593;2020-05-07;185;5182;Argelia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001594;2020-05-07;7;135;Togo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001595;2020-05-07;19;650;Mali;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001596;2020-05-07;25;607;Kenia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001597;2020-05-07;55;928;Somalia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001598;2020-05-07;97;5505;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001599;2020-05-07;59;1492;Senegal;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001600;2020-05-07;25;187;Etiopía;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001601;2020-05-07;372;3091;Ghana;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001602;2020-05-06;11;189;Liberia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001603;2020-05-06;71;1927;Guinea;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001604;2020-05-06;7;736;Burkina Faso;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001605;2020-05-06;2;2267;Camerún;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001606;2020-05-06;7;146;Zambia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001607;2020-05-06;78;930;Sudán;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001608;2020-05-06;66;863;República Democrática del Congo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001609;2020-05-06;3;1025;Túnez;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001610;2020-05-06;16;74;Sudán del Sur;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001611;2020-05-06;195;3145;Nigeria;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001612;2020-05-06;13;200;Santo Tomé y Príncipe;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001613;2020-05-06;42;439;Gabón;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001614;2020-05-06;52;1516;Costa de Marfil;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001615;2020-05-06;5;191;Cabo Verde;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001616;2020-05-06;7;158;Madagascar;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001617;2020-05-06;7;770;Níger;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001618;2020-05-06;2;100;Uganda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001619;2020-05-06;236;7808;Sudáfrica;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001620;2020-05-06;7;268;Ruanda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001621;2020-05-06;1;64;Libia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001622;2020-05-06;4;8;Comoras;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001623;2020-05-06;28;264;República del Congo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001624;2020-05-06;4;1124;Yibuti;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001625;2020-05-06;26;5408;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001626;2020-05-06;4;123;Suazilandia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001627;2020-05-06;387;7588;Egipto;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001628;2020-05-06;159;4997;Argelia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001629;2020-05-06;2;43;Malaui;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001630;2020-05-06;38;873;Somalia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001631;2020-05-06;47;582;Kenia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001632;2020-05-06;26;225;Sierra Leona;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001633;2020-05-06;19;631;Mali;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001634;2020-05-06;104;1433;Senegal;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001635;2020-05-06;163;5382;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001636;2020-05-06;17;162;Etiopía;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001637;2020-05-05;24;118;República Centroafricana;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001638;2020-05-05;13;187;Santo Tomé y Príncipe;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001639;2020-05-05;41;729;Burkina Faso;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001640;2020-05-05;45;1856;Guinea;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001641;2020-05-05;74;852;Sudán;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001642;2020-05-05;8;178;Liberia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001643;2020-05-05;6;58;Sudán del Sur;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001644;2020-05-05;161;2265;Camerún;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001645;2020-05-05;92;797;República Democrática del Congo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001646;2020-05-05;148;2950;Nigeria;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001647;2020-05-05;13;174;Santo Tomé y Príncipe;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001648;2020-05-05;62;475;Guinea-Bisáu;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001649;2020-05-05;4;1022;Túnez;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001650;2020-05-05;124;439;Guinea Ecuatorial;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001651;2020-05-05;1;36;Angola;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001652;2020-05-05;11;186;Cabo Verde;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001653;2020-05-05;30;397;Gabón;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001654;2020-05-05;1;98;Uganda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001655;2020-05-05;8;763;Níger;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001656;2020-05-05;32;1464;Costa de Marfil;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001657;2020-05-05;352;7572;Sudáfrica;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001658;2020-05-05;66;5219;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001659;2020-05-05;2;128;Togo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001660;2020-05-05;53;170;Chad;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001661;2020-05-05;4;1120;Yibuti;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001662;2020-05-05;1;81;Mozambique;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001663;2020-05-05;3;119;Suazilandia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001664;2020-05-05;388;7201;Egipto;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001665;2020-05-05;190;4838;Argelia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001666;2020-05-05;45;535;Kenia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001667;2020-05-05;32;612;Mali;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001668;2020-05-05;21;199;Sierra Leona;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001669;2020-05-05;79;835;Somalia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001670;2020-05-05;2;139;Zambia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001671;2020-05-05;5;145;Etiopía;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001672;2020-05-05;100;5153;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001673;2020-05-05;58;1329;Senegal;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001674;2020-05-05;27;2104;Camerún;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001675;2020-05-05;6;52;Sudán del Sur;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001676;2020-05-04;101;1811;Guinea;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001677;2020-05-04;16;688;Burkina Faso;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001678;2020-05-04;4;170;Liberia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001679;2020-05-04;100;778;Sudán;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001680;2020-05-04;23;705;República Democrática del Congo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001681;2020-05-04;244;2802;Nigeria;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001682;2020-05-04;5;1018;Túnez;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001683;2020-05-04;8;97;Uganda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001684;2020-05-04;32;367;Gabón;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001685;2020-05-04;156;413;Guinea-Bisáu;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001686;2020-05-04;1;4;Comoras;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001687;2020-05-04;5;755;Níger;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001688;2020-05-04;22;94;República Centroafricana;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001689;2020-05-04;2;261;Ruanda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001690;2020-05-04;7;236;República del Congo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001691;2020-05-04;34;1432;Costa de Marfil;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001692;2020-05-04;550;2719;Ghana;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001693;2020-05-04;437;7220;Sudáfrica;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001694;2020-05-04;10;175;Cabo Verde;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001695;2020-05-04;4;116;Suazilandia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001696;2020-05-04;53;5053;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001697;2020-05-04;174;4648;Argelia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001698;2020-05-04;348;6813;Egipto;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001699;2020-05-04;25;490;Kenia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001700;2020-05-04;4;1116;Yibuti;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001701;2020-05-04;34;756;Somalia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001702;2020-05-04;17;580;Mali;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001703;2020-05-04;21;178;Sierra Leona;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001704;2020-05-04;2;126;Togo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001705;2020-05-04;97;5000;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001706;2020-05-04;2;41;Malaui;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001707;2020-05-04;89;1271;Senegal;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001708;2020-05-04;13;137;Zambia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001709;2020-05-04;6;96;Benín;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001710;2020-05-04;5;140;Etiopía;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001711;2020-05-03;10;672;Burkina Faso;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001712;2020-05-03;60;1710;Guinea;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001713;2020-05-03;8;166;Liberia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001714;2020-05-03;2;151;Madagascar;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001715;2020-05-03;86;678;Sudán;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001716;2020-05-03;13;165;Cabo Verde;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001717;2020-05-03;138;161;Santo Tomé y Príncipe;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001718;2020-05-03;4;1013;Túnez;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001719;2020-05-03;170;2558;Nigeria;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001720;2020-05-03;36;1398;Costa de Marfil;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001721;2020-05-03;14;750;Níger;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001722;2020-05-03;1;89;Uganda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001723;2020-05-03;8;682;República Democrática del Congo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001724;2020-05-03;272;6465;Egipto;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001725;2020-05-03;4;259;Ruanda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001726;2020-05-03;447;6783;Sudáfrica;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001727;2020-05-03;30;465;Kenia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001728;2020-05-03;23;4903;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001729;2020-05-03;179;4474;Argelia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001730;2020-05-03;4;112;Suazilandia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001731;2020-05-03;51;722;Somalia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001732;2020-05-03;2;157;Sierra Leona;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001733;2020-05-03;19;563;Mali;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001734;2020-05-03;1;124;Togo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001735;2020-05-03;1;80;Mozambique;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001736;2020-05-03;13;149;Madagascar;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001737;2020-05-03;151;4880;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001738;2020-05-03;5;124;Zambia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001739;2020-05-03;67;1182;Senegal;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001740;2020-05-03;1;46;Sudán del Sur;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001741;2020-05-03;2;135;Etiopía;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001742;2020-05-02;4;158;Liberia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001743;2020-05-02;10;662;Burkina Faso;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001744;2020-05-02;64;1650;Guinea;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001745;2020-05-02;70;674;República Democrática del Congo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001746;2020-05-02;218;2388;Nigeria;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001747;2020-05-02;5;23;Santo Tomé y Príncipe;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001748;2020-05-02;30;152;Cabo Verde;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001749;2020-05-02;11;1009;Túnez;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001750;2020-05-02;27;335;Gabón;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001751;2020-05-02;59;592;Sudán;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001752;2020-05-02;4;136;Madagascar;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001753;2020-05-02;52;257;Guinea-Bisáu;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001754;2020-05-02;8;736;Níger;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001755;2020-05-02;3;88;Uganda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001756;2020-05-02;29;1362;Costa de Marfil;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001757;2020-05-02;2;3;Comoras;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001758;2020-05-02;385;6336;Sudáfrica;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001759;2020-05-02;95;2169;Ghana;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001760;2020-05-02;6;255;Ruanda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001761;2020-05-02;5;35;Angola;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001762;2020-05-02;5;17;Gambia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001763;2020-05-02;44;117;Chad;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001764;2020-05-02;141;4295;Argelia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001765;2020-05-02;42;4729;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001766;2020-05-02;298;6193;Egipto;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001767;2020-05-02;36;544;Mali;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001768;2020-05-02;2;108;Suazilandia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001769;2020-05-02;70;671;Somalia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001770;2020-05-02;24;435;Kenia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001771;2020-05-02;19;155;Sierra Leona;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001772;2020-05-02;15;1112;Yibuti;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001773;2020-05-02;91;1115;Senegal;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001774;2020-05-02;4;19;Burundi;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001775;2020-05-02;10;119;Zambia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001776;2020-05-02;158;4687;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001777;2020-05-01;8;2077;Camerún;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001778;2020-05-01;3;652;Burkina Faso;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001779;2020-05-01;2;154;Liberia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001780;2020-05-01;49;1586;Guinea;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001781;2020-05-01;91;533;Sudán;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001782;2020-05-01;238;2170;Nigeria;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001783;2020-05-01;58;1333;Costa de Marfil;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001784;2020-05-01;32;308;Gabón;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001785;2020-05-01;4;998;Túnez;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001786;2020-05-01;32;604;República Democrática del Congo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001787;2020-05-01;2;85;Uganda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001788;2020-05-01;3;30;Angola;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001789;2020-05-01;1;122;Cabo Verde;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001790;2020-05-01;9;728;Níger;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001791;2020-05-01;8;72;República Centroafricana;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001792;2020-05-01;304;5951;Sudáfrica;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001793;2020-05-01;26;90;Benín;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001794;2020-05-01;3;79;Mozambique;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001795;2020-05-01;9;229;República del Congo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001796;2020-05-01;6;249;Ruanda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001797;2020-05-01;10;45;Sudán del Sur;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001798;2020-05-01;2;63;Libia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001799;2020-05-01;6;106;Suazilandia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001800;2020-05-01;358;5895;Egipto;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001801;2020-05-01;148;4154;Argelia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001802;2020-05-01;18;508;Mali;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001803;2020-05-01;7;123;Togo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001804;2020-05-01;8;1097;Yibuti;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001805;2020-05-01;15;411;Kenia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001806;2020-05-01;4;132;Madagascar;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001807;2020-05-01;106;4529;Marruecos;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001808;2020-05-01;12;136;Sierra Leona;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001809;2020-05-01;3;109;Zambia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001810;2020-05-01;91;1024;Senegal;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001811;2020-05-01;2;39;Malaui;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001812;2020-05-01;2;133;Etiopía;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001813;2020-04-30;4;18;Santo Tomé y Príncipe;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001814;2020-04-30;4;649;Burkina Faso;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001815;2020-04-30;42;1537;Guinea;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001816;2020-04-30;237;2069;Camerún;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001817;2020-04-30;11;152;Liberia;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001818;2020-04-30;8;205;Guinea-Bisáu;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001819;2020-04-30;8;124;Sierra Leona;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001820;2020-04-30;204;1932;Nigeria;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001821;2020-04-30;72;572;República Democrática del Congo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001822;2020-04-30;14;994;Túnez;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001823;2020-04-30;7;121;Cabo Verde;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001824;2020-04-30;21;73;Chad;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001825;2020-04-30;2;83;Uganda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001826;2020-04-30;18;243;Ruanda;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001827;2020-04-30;7;116;Togo;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001828;2020-04-30;67;442;Sudán;confirmed_cases_africa_ncov_2020-06-16
Confirmed-001829;2020-04-30;6;719;Níger;confirmed_cases_africa_ncov_2020-06-16
